day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
3;33600;VEV_4000;1260;7;1258;29;;;1271;2;1282;7;1284;29;1265.5;4504.84375
3;33600;VEV_5100;177;30;;;;;179;2;182;10;183;20;178.0;6119.6015625
3;33600;VELVETFRUIT_EXTRACT;5269;23;5268;40;;;5274;63;;;;;5271.5;4374.875
3;33600;VEV_5200;100;30;;;;;101;2;103;10;104;20;100.5;4958.861328125
3;33600;HYDROGEL_PACK;10028;14;10026;26;;;10044;14;10047;26;;;10036.0;-1909.5
3;33600;VEV_6500;0;14;;;;;1;16;;;;;0.5;0.0
3;33600;VEV_5300;46;23;;;;;48;25;;;;;47.0;3137.0517578125
3;33600;VEV_5400;15;6;14;17;;;16;25;;;;;15.5;1351.32470703125
3;33600;VEV_5500;4;23;;;;;5;25;;;;;4.5;498.7003173828125
3;33600;VEV_4500;763;10;761;20;;;771;2;779;10;781;20;767.0;4986.859375
3;33700;VEV_5000;271;18;;;;;278;6;279;12;;;274.5;5943.34375
3;33700;VEV_6000;0;29;;;;;1;29;;;;;0.5;0.0
3;33700;VEV_4000;1262;12;1260;22;;;1284;12;1286;22;;;1273.0;3963.9375
3;33700;VEV_5200;102;6;101;12;;;105;18;;;;;103.5;4585.521484375
3;33700;VEV_5100;179;18;;;;;184;18;;;;;181.5;5644.046875
3;33700;HYDROGEL_PACK;10029;13;10027;30;;;10037;10;10045;13;10048;30;10033.0;-2148.375
3;33700;VEV_5400;15;29;;;;;16;29;;;;;15.5;1247.74462890625
3;33700;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
3;33700;VEV_5300;47;9;46;20;;;49;29;;;;;48.0;2911.091796875
3;33700;VEV_4500;765;6;763;12;;;781;6;783;12;;;773.0;4445.953125
3;33700;VEV_5500;4;29;;;;;6;29;;;;;5.0;456.9188232421875
3;33700;VELVETFRUIT_EXTRACT;5270;52;;;;;5276;52;;;;;5273.0;4014.375
3;33800;VEV_5000;271;21;;;;;278;21;;;;;274.5;5990.640625
3;33800;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
3;33800;VEV_4000;1262;15;1260;29;;;1283;15;1286;29;;;1272.5;4012.1875
3;33800;VEV_5200;101;21;;;;;104;7;105;14;;;102.5;4616.755859375
3;33800;VELVETFRUIT_EXTRACT;5270;64;;;;;5275;23;5276;41;;;5272.5;4046.5
3;33800;VEV_5100;179;7;178;14;;;184;21;;;;;181.5;5687.0625
3;33800;HYDROGEL_PACK;10029;13;10026;30;;;10045;13;10047;30;;;10037.0;-2007.0
3;33800;VEV_5400;15;26;;;;;16;26;;;;;15.5;1255.6494140625
3;33800;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
3;33800;VEV_5300;47;7;46;19;;;49;26;;;;;48.0;2939.599609375
3;33800;VEV_4500;765;7;763;14;;;781;7;783;14;;;773.0;4494.15625
3;33800;VEV_5500;4;26;;;;;6;26;;;;;5.0;462.913818359375
3;33900;VEV_5400;15;16;;;;;16;16;;;;;15.5;1300.00634765625
3;33900;VEV_6500;0;11;;;;;1;11;;;;;0.5;0.0
3;33900;VEV_5300;46;16;;;;;48;5;49;11;;;47.0;3031.298828125
3;33900;VEV_4500;764;8;762;22;;;780;8;782;22;;;772.0;4716.8125
3;33900;VEV_5500;4;16;;;;;5;16;;;;;4.5;477.6766357421875
3;33900;VELVETFRUIT_EXTRACT;5269;57;;;;;5275;57;;;;;5272.0;4194.875
3;33900;VEV_5000;271;8;270;22;;;277;8;278;22;;;274.0;6205.3671875
3;33900;VEV_6000;0;16;;;;;1;16;;;;;0.5;0.0
3;33900;VEV_4000;1261;10;1259;24;;;1283;10;1285;24;;;1272.0;4234.84375
3;33900;VEV_5200;101;30;;;;;104;30;;;;;102.5;4764.486328125
3;33900;VEV_5100;178;30;;;;;183;30;;;;;180.5;5886.5859375
3;33900;HYDROGEL_PACK;10028;14;10025;22;;;10044;14;10046;22;;;10036.0;-1838.375
3;34000;VEV_5000;273;10;272;24;;;279;10;280;24;;;276.0;5625.3671875
3;34000;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
3;34000;VEV_4000;1263;7;1261;29;;;1285;7;1287;29;;;1274.0;3638.28125
3;34000;VEV_5200;102;34;;;;;105;10;106;24;;;103.5;4349.97265625
3;34000;VELVETFRUIT_EXTRACT;5271;74;;;;;5277;74;;;;;5274.0;3797.125
3;34000;VEV_5100;180;34;;;;;185;34;;;;;182.5;5356.05859375
3;34000;HYDROGEL_PACK;10023;14;10021;29;;;10040;14;10042;29;;;10031.5;-958.125
3;34000;VEV_5400;15;19;;;;;16;7;17;12;;;15.5;1186.5986328125
3;34000;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
3;34000;VEV_5300;47;19;;;;;49;19;;;;;48.0;2773.5830078125
3;34000;VEV_4500;766;10;764;24;;;782;10;784;24;;;774.0;4120.28125
3;34000;VEV_5500;4;19;;;;;6;19;;;;;5.0;431.406982421875
3;34100;HYDROGEL_PACK;10022;10;10019;28;;;10038;10;10040;28;;;10030.0;-597.75
3;34100;VEV_5000;272;9;271;21;;;278;9;279;21;;;275.0;5791.1796875
3;34100;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
3;34100;VEV_4000;1263;9;1260;20;;;1284;9;1287;20;;;1273.5;3808.96875
3;34100;VEV_5200;102;30;;;;;105;30;;;;;103.5;4468.0703125
3;34100;VEV_5100;180;9;179;21;;;184;9;185;21;;;182.0;5505.08984375
3;34100;VEV_5400;15;20;;;;;16;20;;;;;15.5;1218.7255859375
3;34100;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
3;34100;VEV_5300;47;20;;;;;49;20;;;;;48.0;2845.6171875
3;34100;VEV_4500;765;9;763;21;;;782;9;784;21;;;773.5;4290.96875
3;34100;VEV_5500;4;20;;;;;6;20;;;;;5.0;440.779052734375
3;34100;VELVETFRUIT_EXTRACT;5271;18;5270;40;;;5276;18;5277;40;;;5273.5;3911.0
3;34200;VEV_5000;272;6;271;22;;;278;6;279;22;;;275.0;5808.09375
3;34200;VEV_6000;0;29;;;;;1;29;;;;;0.5;0.0
3;34200;VEV_4000;1263;13;1260;29;;;1284;13;1287;29;;;1273.5;3825.125
3;34200;VEV_5200;102;28;;;;;105;28;;;;;103.5;4481.701171875
3;34200;VELVETFRUIT_EXTRACT;5271;19;5270;46;;;5276;19;5277;46;;;5273.5;3921.75
3;34200;VEV_5100;179;28;;;;;184;6;185;22;;;181.5;5517.21484375
3;34200;VEV_5400;15;29;;;;;16;29;;;;;15.5;1219.83447265625
3;34200;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
3;34200;HYDROGEL_PACK;10022;15;10020;23;;;10039;15;10041;23;;;10030.5;-759.75
3;34200;VEV_5300;47;29;;;;;49;29;;;;;48.0;2854.556640625
3;34200;VEV_4500;765;6;763;22;;;782;6;784;22;;;773.5;4307.140625
3;34200;VEV_5500;4;29;;;;;6;29;;;;;5.0;441.0955810546875
3;34300;VEV_5400;15;21;;;;;16;21;;;;;15.5;1246.44677734375
3;34300;VEV_5300;47;5;46;16;;;49;21;;;;;48.0;2919.015625
3;34300;VEV_4500;765;11;763;13;;;781;11;783;13;;;773.0;4439.9375
3;34300;VEV_6500;0;19;;;;;1;19;;;;;0.5;0.0
3;34300;VEV_5500;4;21;;;;;6;21;;;;;5.0;450.109130859375
3;34300;VELVETFRUIT_EXTRACT;5270;70;;;;;5276;70;;;;;5273.0;4010.375
3;34300;HYDROGEL_PACK;10024;12;10022;25;;;10040;12;10043;25;;;10032.0;-1075.75
3;34300;VEV_5000;271;24;;;;;278;11;279;13;;;274.5;5935.875
3;34300;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
3;34300;VEV_5200;102;11;101;13;;;105;24;;;;;103.5;4569.392578125
3;34300;VEV_4000;1262;10;1260;25;;;1284;10;1286;25;;;1273.0;3957.9375
3;34300;VEV_5100;179;24;;;;;184;24;;;;;181.5;5632.87890625
3;34400;VEV_5000;272;6;271;14;;;278;6;279;14;;;275.0;5880.5078125
3;34400;VEV_5200;102;6;101;14;;;105;20;;;;;103.5;4536.076171875
3;34400;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
3;34400;VEV_4000;1262;14;1260;27;;;1284;14;1286;27;;;1273.0;3900.875
3;34400;VEV_5100;179;20;;;;;184;20;;;;;181.5;5573.125
3;34400;VELVETFRUIT_EXTRACT;5271;23;5270;36;;;5276;59;;;;;5273.5;3972.25
3;34400;VEV_5400;15;23;;;;;16;23;;;;;15.5;1233.3466796875
3;34400;HYDROGEL_PACK;10019;10;10017;29;;;10035;10;10038;29;;;10027.0;-139.625
3;34400;VEV_5300;47;23;;;;;49;23;;;;;48.0;2885.2509765625
3;34400;VEV_4500;765;6;763;14;;;781;6;783;14;;;773.0;4382.875
3;34400;VEV_6500;0;12;;;;;1;12;;;;;0.5;0.0
3;34400;VEV_5500;4;23;;;;;6;23;;;;;5.0;447.6431884765625
3;34500;HYDROGEL_PACK;10019;11;10017;29;;;10035;11;10038;29;;;10027.0;-97.375
3;34500;VEV_5000;271;24;;;;;278;24;;;;;274.5;5995.53125
3;34500;VEV_5200;101;24;;;;;104;7;105;17;;;102.5;4628.267578125
3;34500;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
3;34500;VEV_4000;1262;12;1260;21;;;1283;12;1286;21;;;1272.5;4020.3125
3;34500;VEV_5100;179;7;178;17;;;184;24;;;;;181.5;5681.0390625
3;34500;VEV_5400;15;24;;;;;16;24;;;;;15.5;1248.53759765625
3;34500;VEV_5300;47;9;46;15;;;49;24;;;;;48.0;2934.9345703125
3;34500;VEV_4500;765;7;763;17;;;781;7;783;17;;;773.0;4502.3125
3;34500;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
3;34500;VEV_5500;4;24;;;;;6;24;;;;;5.0;455.0927734375
3;34500;VELVETFRUIT_EXTRACT;5270;58;;;;;5272;13;5275;18;5276;40;5271.0;4051.875
3;34600;VEV_5000;271;10;270;16;;;277;10;278;16;;;274.0;6186.59375
3;34600;VEV_5200;101;26;;;;;104;26;;;;;102.5;4756.06640625
3;34600;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
3;34600;VEV_4000;1261;13;1259;17;;;1283;13;1285;17;;;1272.0;4215.84375
3;34600;VEV_5100;178;26;;;;;183;26;;;;;180.5;5855.69140625
3;34600;VELVETFRUIT_EXTRACT;5270;16;5269;44;;;5275;60;;;;;5272.5;4182.25
3;34600;VEV_5400;15;25;;;;;16;25;;;;;15.5;1288.04248046875
3;34600;HYDROGEL_PACK;10019;10;10016;21;;;10035;10;10037;21;;;10027.0;1.75
3;34600;VEV_5300;46;25;;;;;48;5;49;20;;;47.0;3019.8056640625
3;34600;VEV_4500;764;10;762;16;;;780;10;782;16;;;772.0;4697.828125
3;34600;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
3;34600;VEV_5500;4;25;;;;;5;25;;;;;4.5;470.5782470703125
3;34700;VEV_5400;15;26;;;;;16;26;;;;;15.5;1257.4697265625
3;34700;VEV_5300;46;26;;;;;49;26;;;;;47.5;2970.859375
3;34700;VEV_4500;764;10;762;23;;;781;10;783;23;;;772.5;4577.84375
3;34700;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
3;34700;VEV_5500;4;26;;;;;6;26;;;;;5.0;463.6751708984375
3;34700;VELVETFRUIT_EXTRACT;5270;22;5269;45;;;5275;22;5276;45;;;5272.5;4102.25
3;34700;HYDROGEL_PACK;10023;15;10021;23;;;10039;15;10042;23;;;10031.0;-947.625
3;34700;VEV_5000;271;10;270;23;;;278;33;;;;;274.5;6069.21875
3;34700;VEV_5200;101;33;;;;;104;10;105;23;;;102.5;4678.1796875
3;34700;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
3;34700;VEV_4000;1262;14;1259;19;;;1283;14;1286;19;;;1272.5;4095.84375
3;34700;VEV_5100;179;10;178;23;;;183;10;184;23;;;181.0;5749.90234375
3;34800;VEV_5000;271;9;270;17;;;277;9;278;17;;;274.0;6187.109375
3;34800;VEV_5200;101;26;;;;;104;26;;;;;102.5;4768.2265625
3;34800;VEV_6000;0;27;;;;;1;27;;;;;0.5;0.0
3;34800;VEV_4000;1261;14;1259;15;;;1283;14;1285;15;;;1272.0;4217.21875
3;34800;VEV_5100;178;26;;;;;183;26;;;;;180.5;5855.15625
3;34800;VELVETFRUIT_EXTRACT;5270;23;5269;32;;;5275;55;;;;;5272.5;4183.125
3;34800;HYDROGEL_PACK;10020;11;10017;27;;;10036;11;10038;27;;;10028.0;-241.125
3;34800;VEV_5500;4;27;;;;;5;27;;;;;4.5;471.2178955078125
3;34800;VEV_5300;46;27;;;;;48;7;49;20;;;47.0;3022.0869140625
3;34800;VEV_4500;764;9;762;17;;;780;9;782;17;;;772.0;4699.21875
3;34800;VEV_5400;15;27;;;;;16;27;;;;;15.5;1274.76953125
3;34800;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
3;34900;HYDROGEL_PACK;10019;15;10016;20;;;10035;15;10037;20;;;10027.0;-16.0
3;34900;VEV_5100;178;8;177;13;;;182;8;183;13;;;180.0;6026.26171875
3;34900;VEV_5200;100;21;;;;;104;21;;;;;102.0;4902.61328125
3;34900;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
3;34900;VEV_4000;1261;13;1258;19;;;1282;13;1285;19;;;1271.5;4408.9375
3;34900;VEV_5000;270;8;269;13;;;277;21;;;;;273.5;6373.3125
3;34900;VEV_5500;4;23;;;;;5;23;;;;;4.5;484.442138671875
3;34900;VEV_5300;46;23;;;;;48;23;;;;;47.0;3105.5361328125
3;34900;VEV_4500;763;8;761;13;;;780;8;782;13;;;771.5;4890.9375
3;34900;VEV_5400;15;23;;;;;16;23;;;;;15.5;1307.796875
3;34900;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
3;34900;VELVETFRUIT_EXTRACT;5269;22;5268;41;;;5274;22;5275;41;;;5271.5;4310.875
3;35000;VEV_5100;180;7;179;18;;;184;7;185;18;;;182.0;5461.9453125
3;35000;VEV_5200;102;25;;;;;105;25;;;;;103.5;4462.931640625
3;35000;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
3;35000;VEV_4000;1263;8;1260;27;;;1284;8;1287;27;;;1273.5;3777.6875
3;35000;VEV_5000;272;7;271;18;;;279;25;;;;;275.5;5760.6640625
3;35000;VELVETFRUIT_EXTRACT;5271;16;5270;41;;;5276;16;5277;41;;;5273.5;3890.125
3;35000;HYDROGEL_PACK;10021;15;10019;23;;;10037;15;10040;23;;;10029.0;-550.375
3;35000;VEV_5500;4;24;;;;;6;24;;;;;5.0;437.8974609375
3;35000;VEV_5300;47;24;;;;;49;24;;;;;48.0;2836.447265625
3;35000;VEV_4500;765;7;763;18;;;782;7;784;18;;;773.5;4259.6875
3;35000;VEV_5400;15;24;;;;;16;6;17;18;;;15.5;1184.07763671875
3;35000;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
3;35100;VEV_5500;4;20;;;;;6;20;;;;;5.0;458.28076171875
3;35100;VEV_5300;46;20;;;;;49;20;;;;;47.5;2973.7236328125
3;35100;VEV_4500;764;10;762;14;;;781;10;783;14;;;772.5;4544.40625
3;35100;VEV_5400;15;20;;;;;16;20;;;;;15.5;1243.0673828125
3;35100;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
3;35100;VELVETFRUIT_EXTRACT;5270;24;5269;47;;;5275;24;5276;47;;;5272.5;4080.0
3;35100;HYDROGEL_PACK;10024;12;10022;27;;;10040;12;10043;27;;;10032.0;-1119.25
3;35100;VEV_5100;179;10;178;14;;;183;10;184;14;;;181.0;5710.96875
3;35100;VEV_5200;101;24;;;;;104;10;105;14;;;102.5;4665.294921875
3;35100;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
3;35100;VEV_4000;1262;8;1259;18;;;1283;8;1286;18;;;1272.5;4062.375
3;35100;VEV_5000;271;10;270;14;;;278;24;;;;;274.5;6037.1171875
3;35200;VEV_5100;178;7;177;24;;;182;7;183;24;;;180.0;6027.375
3;35200;VEV_5200;100;31;;;;;103;7;104;24;;;101.5;4916.556640625
3;35200;VEV_6000;0;16;;;;;1;16;;;;;0.5;0.0
3;35200;VEV_4000;1261;7;1258;27;;;1282;7;1285;27;;;1271.5;4417.9375
3;35200;VEV_5000;270;7;269;24;;;276;7;277;24;;;273.0;6381.609375
3;35200;VELVETFRUIT_EXTRACT;5269;22;5268;50;;;5274;22;5275;50;;;5271.5;4317.0
3;35200;VEV_5500;4;16;;;;;5;16;;;;;4.5;487.694580078125
3;35200;HYDROGEL_PACK;10024;12;10021;22;;;10040;12;10042;22;;;10032.0;-1032.75
3;35200;VEV_5300;46;16;;;;;48;16;;;;;47.0;3133.388671875
3;35200;VEV_4500;763;7;761;24;;;780;7;782;24;;;771.5;4899.953125
3;35200;VEV_5400;15;16;;;;;16;16;;;;;15.5;1306.09423828125
3;35200;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
3;35300;HYDROGEL_PACK;10026;15;10023;28;;;10042;15;10044;28;;;10034.0;-1361.625
3;35300;VEV_5100;178;24;;;;;183;24;;;;;180.5;5861.85546875
3;35300;VEV_5200;101;24;;;;;104;24;;;;;102.5;4792.228515625
3;35300;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
3;35300;VEV_4000;1261;7;1259;29;;;1283;7;1285;29;;;1272.0;4228.9375
3;35300;VEV_5000;271;11;270;13;;;277;11;278;13;;;274.0;6198.046875
3;35300;VEV_5500;4;20;;;;;5;20;;;;;4.5;471.96630859375
3;35300;VEV_4500;764;11;762;13;;;780;11;782;13;;;772.0;4710.9375
3;35300;VEV_5300;46;20;;;;;48;20;;;;;47.0;3056.6025390625
3;35300;VEV_5400;15;20;;;;;16;20;;;;;15.5;1267.8203125
3;35300;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
3;35300;VELVETFRUIT_EXTRACT;5269;60;;;;;5275;60;;;;;5272.0;4191.0
3;35400;VEV_4000;1260;11;1258;24;;;1282;11;1284;24;;;1271.0;4575.78125
3;35400;VEV_5100;177;22;;;;;182;22;;;;;179.5;6165.2578125
3;35400;VEV_5200;100;22;;;;;103;22;;;;;101.5;5031.990234375
3;35400;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
3;35400;VEV_5000;269;22;;;;;276;10;277;12;;;272.5;6536.3125
3;35400;VEV_5500;4;21;;;;;5;21;;;;;4.5;496.18603515625
3;35400;HYDROGEL_PACK;10025;12;10022;28;;;10041;12;10043;28;;;10033.0;-1226.5
3;35400;VEV_4500;763;10;761;12;;;779;10;781;12;;;771.0;5057.796875
3;35400;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
3;35400;VEV_5300;46;21;;;;;48;21;;;;;47.0;3199.001953125
3;35400;VEV_5400;15;21;;;;;16;21;;;;;15.5;1339.82666015625
3;35400;VELVETFRUIT_EXTRACT;5268;63;;;;;5274;63;;;;;5271.0;4422.25
3;35500;VEV_5500;4;26;;;;;5;26;;;;;4.5;497.2071533203125
3;35500;VEV_4500;763;8;761;12;;;779;8;781;12;;;771.0;5061.828125
3;35500;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
3;35500;VEV_5300;46;26;;;;;48;26;;;;;47.0;3195.333984375
3;35500;VEV_5400;15;26;;;;;16;26;;;;;15.5;1343.2265625
3;35500;VELVETFRUIT_EXTRACT;5268;56;;;;;5270;8;5274;56;;;5269.0;4424.875
3;35500;HYDROGEL_PACK;10024;12;10022;21;;;10040;12;10043;21;;;10032.0;-1100.5
3;35500;VEV_4000;1260;8;1258;18;;;1282;8;1284;18;;;1271.0;4579.84375
3;35500;VEV_5100;177;20;;;;;182;20;;;;;179.5;6177.05078125
3;35500;VEV_5200;100;20;;;;;103;20;;;;;101.5;5028.1640625
3;35500;VEV_5000;269;20;;;;;276;8;277;12;;;272.5;6538.4453125
3;35500;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
3;35600;VELVETFRUIT_EXTRACT;5268;24;5267;39;;;5273;24;5274;39;;;5270.5;4499.875
3;35600;VEV_4000;1260;11;1257;26;;;1281;11;1284;26;;;1270.5;4692.28125
3;35600;VEV_5100;177;27;;;;;182;27;;;;;179.5;6277.5390625
3;35600;VEV_5200;100;27;;;;;103;27;;;;;101.5;5105.8125
3;35600;VEV_5000;269;9;268;18;;;276;27;;;;;272.5;6645.8671875
3;35600;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
3;35600;VEV_5500;4;20;;;;;5;20;;;;;4.5;503.8333740234375
3;35600;HYDROGEL_PACK;10023;12;10020;29;;;10039;12;10041;29;;;10031.0;-769.5
3;35600;VEV_4500;762;9;760;18;;;779;9;781;18;;;770.5;5174.265625
3;35600;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
3;35600;VEV_5300;46;7;45;13;;;48;20;;;;;47.0;3240.642578125
3;35600;VEV_5400;14;20;;;;;16;20;;;;;15.0;1365.51708984375
3;35700;VELVETFRUIT_EXTRACT;5268;25;5267;42;;;5273;25;5274;42;;;5270.5;4530.0
3;35700;HYDROGEL_PACK;10019;10;10017;25;;;10035;10;10038;25;;;10027.0;-129.0
3;35700;VEV_4000;1260;14;1257;30;;;1281;14;1284;30;;;1270.5;4737.46875
3;35700;VEV_5100;177;10;176;17;;;181;10;182;17;;;179.0;6316.38671875
3;35700;VEV_5200;100;10;99;17;;;103;27;;;;;101.5;5135.576171875
3;35700;VEV_5000;269;10;268;17;;;275;10;276;17;;;272.0;6689.703125
3;35700;VEV_6000;0;28;;;;;1;28;;;;;0.5;0.0
3;35700;VEV_5500;4;28;;;;;5;28;;;;;4.5;509.2421875
3;35700;VEV_4500;762;10;760;17;;;779;10;781;17;;;770.5;5219.453125
3;35700;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
3;35700;VEV_5300;45;28;;;;;48;28;;;;;46.5;3264.2294921875
3;35700;VEV_5400;14;28;;;;;16;28;;;;;15.0;1370.609375
3;35800;VEV_4000;1258;15;1256;17;;;1279;15;1282;17;;;1268.5;5210.96875
3;35800;VEV_5100;175;31;;;;;180;31;;;;;177.5;6734.1875
3;35800;VEV_5200;99;12;98;19;;;102;31;;;;;100.5;5466.369140625
3;35800;VEV_5000;267;31;;;;;274;12;275;19;;;270.5;7149.984375
3;35800;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
3;35800;VEV_5500;4;19;;;;;5;19;;;;;4.5;543.4302978515625
3;35800;HYDROGEL_PACK;10019;13;10016;21;;;10035;13;10037;21;;;10027.0;37.5
3;35800;VEV_4500;761;12;759;19;;;777;12;779;19;;;769.0;5692.953125
3;35800;VEV_6500;0;12;;;;;1;12;;;;;0.5;0.0
3;35800;VEV_5300;45;19;;;;;47;19;;;;;46.0;3477.2421875
3;35800;VEV_5400;14;19;;;;;16;19;;;;;15.0;1463.080078125
3;35800;VELVETFRUIT_EXTRACT;5268;10;5266;59;;;5271;23;5272;36;;;5269.5;4845.625
3;35900;VEV_4500;761;11;759;17;;;777;11;779;17;;;769.0;5641.203125
3;35900;VEV_5500;4;20;;;;;5;20;;;;;4.5;538.795654296875
3;35900;VEV_5400;14;20;;;;;16;20;;;;;15.0;1447.5830078125
3;35900;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
3;35900;VEV_5300;45;20;;;;;47;20;;;;;46.0;3454.1552734375
3;35900;VELVETFRUIT_EXTRACT;5266;71;;;;;5272;71;;;;;5269.0;4811.125
3;35900;HYDROGEL_PACK;10016;12;10014;30;;;10032;12;10035;30;;;10024.0;532.5
3;35900;VEV_4000;1258;15;1256;21;;;1280;15;1282;21;;;1269.0;5159.1875
3;35900;VEV_5100;176;11;175;17;;;180;11;181;17;;;178.0;6686.59375
3;35900;VEV_5200;99;11;98;17;;;102;28;;;;;100.5;5437.98828125
3;35900;VEV_5000;268;11;267;17;;;274;11;275;17;;;271.0;7099.5859375
3;35900;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
3;36000;VELVETFRUIT_EXTRACT;5267;21;5266;46;;;5272;21;5273;46;;;5269.5;4714.125
3;36000;VEV_4000;1259;11;1256;26;;;1280;11;1283;26;;;1269.5;5013.78125
3;36000;VEV_5200;99;22;;;;;102;22;;;;;100.5;5344.203125
3;36000;VEV_5100;176;22;;;;;181;22;;;;;178.5;6558.53125
3;36000;VEV_5000;268;8;267;14;;;275;22;;;;;271.5;6958.203125
3;36000;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
3;36000;HYDROGEL_PACK;10017;14;10014;26;;;10033;14;10035;26;;;10025.0;349.5
3;36000;VEV_4500;761;8;759;14;;;778;8;780;14;;;769.5;5495.75
3;36000;VEV_5500;4;24;;;;;5;24;;;;;4.5;530.8211669921875
3;36000;VEV_5400;14;24;;;;;16;24;;;;;15.0;1419.2568359375
3;36000;VEV_6500;0;19;;;;;1;19;;;;;0.5;0.0
3;36000;VEV_5300;45;24;;;;;47;24;;;;;46.0;3384.8232421875
3;36100;VELVETFRUIT_EXTRACT;5267;50;;;;;5272;17;5273;33;;;5269.5;4647.125
3;36100;HYDROGEL_PACK;10020;10;10018;22;;;10036;10;10039;22;;;10028.0;-316.375
3;36100;VEV_4000;1259;8;1257;30;;;1280;8;1283;30;;;1269.5;4913.25
3;36100;VEV_5200;99;19;;;;;102;19;;;;;100.5;5285.544921875
3;36100;VEV_5100;176;19;;;;;181;19;;;;;178.5;6468.8125
3;36100;VEV_5000;268;19;;;;;275;7;276;12;;;271.5;6859.828125
3;36100;VEV_6000;0;17;;;;;1;17;;;;;0.5;0.0
3;36100;VEV_4500;762;7;760;12;;;778;7;780;12;;;770.0;5395.234375
3;36100;VEV_5500;4;17;;;;;5;17;;;;;4.5;524.9991455078125
3;36100;VEV_5400;14;17;;;;;16;17;;;;;15.0;1406.85205078125
3;36100;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
3;36100;VEV_5300;45;17;;;;;47;17;;;;;46.0;3338.35546875
3;36200;VEV_4000;1260;12;1257;16;;;1281;12;1284;16;;;1270.5;4726.65625
3;36200;VEV_5200;100;9;99;21;;;103;30;;;;;101.5;5160.076171875
3;36200;VEV_5100;177;9;176;21;;;181;9;182;21;;;179.0;6302.609375
3;36200;VEV_5000;269;9;268;21;;;275;9;276;21;;;272.0;6680.3828125
3;36200;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
3;36200;HYDROGEL_PACK;10021;12;10018;28;;;10037;12;10039;28;;;10029.0;-376.75
3;36200;VEV_4500;762;9;760;21;;;779;9;781;21;;;770.5;5208.671875
3;36200;VEV_5500;4;22;;;;;5;22;;;;;4.5;513.7357177734375
3;36200;VEV_5400;14;22;;;;;16;22;;;;;15.0;1378.8154296875
3;36200;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
3;36200;VEV_5300;45;22;;;;;48;22;;;;;46.5;3266.97265625
3;36200;VELVETFRUIT_EXTRACT;5268;16;5267;32;;;5273;16;5274;32;;;5270.5;4522.875
3;36300;VEV_4500;762;10;760;23;;;779;10;781;23;;;770.5;5152.96875
3;36300;VEV_5500;4;26;;;;;5;26;;;;;4.5;507.9669189453125
3;36300;VEV_5400;15;9;14;17;;;16;26;;;;;15.5;1362.216796875
3;36300;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
3;36300;VEV_5300;46;9;45;17;;;48;26;;;;;47.0;3237.169921875
3;36300;VELVETFRUIT_EXTRACT;5268;19;5267;32;;;5273;19;5274;32;;;5270.5;4485.625
